group_id,group_size,merge_key,FullAddress,inputGranularity,validationGranularity,geocodeGranularity,addressComplete,hasUnconfirmedComponents,hasInferredComponents,possibleNextAction,hasReplacedComponents,hasInferredComponents_detail,hasReplacedComponents_detail,confirmedComponents_detail,unconfirmedComponents_detail,fixed_formattedAddress,fixed_postalAddress_lines,fixed_postalAddress_locality,fixed_postalAddress_adminArea,fixed_postalAddress_postalCode,fixed_postalAddress_regionCode,placeId,lat,lng,http_status,invalid_reason,source_file
88096,280,S ALMANSOR ST ALHAMBRA 91801,309 S Almansor St Alhambra 91801,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:4259,,,,"309 South Almansor Street, Alhambra, CA 91801-4259, USA",309 S Almansor St,Alhambra,CA,91801-4259,US,ChIJk6inRynFwoARKKWKWwRGcX4,34.0945236,-118.1194719,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88100,280,WALNUT AVE LONG BEACH 90813,1100 Walnut Ave Long Beach 90813,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:3861,,,,"1100 Walnut Avenue, Long Beach, CA 90813-3861, USA",1100 Walnut Ave,Long Beach,CA,90813-3861,US,ChIJ9XdWmm0x3YARTHV-hkF7BWU,33.7810322,-118.1718117,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88104,281,N AVE 50 LOS ANGELES 90042,120 N Ave 50 Los Angeles 90042,PREMISE,PREMISE,SUB_PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:4063,,,,"120 North Avenue 50, Los Angeles, CA 90042-4063, USA",120 N Avenue 50,Los Angeles,CA,90042-4063,US,ChIJt8LpTBzEwoARpLi_J-7np4U,34.1054717,-118.2028682,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88113,282,S WESTERN AVE LOS ANGELES 90018,1905 S Western Ave Los Angeles 90018,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:1563,,,,"1905 South Western Avenue, Los Angeles, CA 90018-1563, USA",1905 S Western Ave,Los Angeles,CA,90018-1563,US,ChIJ-c0YPHC4woARPiYIXAP04us,34.0395045,-118.3097105,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88118,283,N NICHOLSON AVE MONTEREY PARK 91755,107 N Nicholson Ave Monterey Park 91755,PREMISE,PREMISE,SUB_PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:1850,,,,"107 North Nicholson Avenue, Monterey Park, CA 91755-1850, USA",107 N Nicholson Ave,Monterey Park,CA,91755-1850,US,ChIJD9KoS1HFwoAR0G3fs29e7O4,34.0630634,-118.1192466,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88120,283,PASSONS BLVD PICO RIVERA 90660,4831 Passons Blvd Pico Rivera 90660,PREMISE,PREMISE,SUB_PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:2174,,,,"4831 Passons Boulevard, Pico Rivera, CA 90660-2174, USA",4831 Passons Blvd,Pico Rivera,CA,90660-2174,US,ChIJx_opVZfRwoARBMt9w84vbZg,34.001607,-118.077332,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88129,284,S WEST VIEW ST LOS ANGELES 90016,1912 S West View St Los Angeles 90016,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:1518,,,,"1912 South West View Street, Los Angeles, CA 90016-1518, USA",1912 S West View St,Los Angeles,CA,90016-1518,US,ChIJJ87L7lS4woARC-DYxgUII3I,34.0393863,-118.3443854,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88149,286,N HAMILTON DR BEVERLY HILLS 90211,112 N Hamilton Dr Beverly Hills 90211,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:2200,,,,"112 North Hamilton Drive, Beverly Hills, CA 90211-2200, USA",112 N Hamilton Dr,Beverly Hills,CA,90211-2200,US,ChIJ_8mvA0a5woARbp9q65ohPd8,34.0656858,-118.3748804,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88162,287,W LOS FELIZ BLVD LOS ANGELES 90027,3950 W Los Feliz Blvd Los Angeles 90027,PREMISE,PREMISE,SUB_PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:2351,,,,"3950 West Los Feliz Boulevard, Los Angeles, CA 90027-2351, USA",3950 W Los Feliz Blvd,Los Angeles,CA,90027-2351,US,ChIJnbZNVrjAwoARPyskqKjwPDU,34.1128649,-118.2783303,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88212,294,CAMINO REAL REDONDO BEACH 90277,1108 Camino Real Redondo Beach 90277,PREMISE,PREMISE,SUB_PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:4539,,,,"1108 Camino Real, Redondo Beach, CA 90277-4539, USA",1108 Camino Real,Redondo Beach,CA,90277-4539,US,ChIJN7N0qEtL3YARXP9cgj6b8lc,33.8280212,-118.3731414,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88229,296,N CAHUENGA BLVD NORTH HOLLYWOOD 91601,5959 N Cahuenga Blvd North Hollywood 91601,PREMISE,PREMISE,SUB_PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:1515,,,,"5959 North Cahuenga Boulevard, North Hollywood, CA 91601-1515, USA",5959 N Cahuenga Blvd,North Hollywood,CA,91601-1515,US,ChIJPddNX5aVwoARxl6GLOm4HZo,34.1791474,-118.3619606,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88234,296,W 22ND ST SAN PEDRO 90731,291 W 22Nd St San Pedro 90731,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:7245,,,,"291 West 22nd Street, San Pedro, CA 90731-7245, USA",291 W 22nd St,San Pedro,CA,90731-7245,US,ChIJ1aBsns433YAR7fUZORIfmrc,33.7244193,-118.2837034,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88259,299,E COLORADO ST LONG BEACH 90814,5190 E Colorado St Long Beach 90814,PREMISE,PREMISE,SUB_PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:1860,,,,"5190 East Colorado Street, Long Beach, CA 90814-1860, USA",5190 E Colorado St,Long Beach,CA,90814-1860,US,ChIJ3bsnVMox3YARCoCTlU9SdZM,33.7697062,-118.1331195,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88276,301,S GRAND VIEW BLVD LOS ANGELES 90066,4040 S Grand View Blvd Los Angeles 90066,PREMISE,PREMISE,PREMISE,,,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA|postal_code_suffix:5273,,,,"4040 South Grand View Boulevard, Los Angeles, CA 90066-5273, USA",4040 S Grand View Blvd,Los Angeles,CA,90066-5273,US,ChIJsYhhbGi6woARmuH2HUE70eY,34.0002196,-118.4270365,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
