group_id,group_size,merge_key,FullAddress,inputGranularity,validationGranularity,geocodeGranularity,addressComplete,hasUnconfirmedComponents,hasInferredComponents,possibleNextAction,hasReplacedComponents,hasInferredComponents_detail,hasReplacedComponents_detail,confirmedComponents_detail,unconfirmedComponents_detail,fixed_formattedAddress,fixed_postalAddress_lines,fixed_postalAddress_locality,fixed_postalAddress_adminArea,fixed_postalAddress_postalCode,fixed_postalAddress_regionCode,placeId,lat,lng,http_status,invalid_reason,source_file
7362,1,DE CIELO BURBANK 91504,1732 De Cielo Burbank 91504,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"1732 De Cielo, Burbank, CA 91504, USA",1732 De Cielo,Burbank,CA,91504,US,ChIJ1WS0gBmVwoARl7lYk8paBgg,34.2053511,-118.3286614,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7363,1,DE CIELO WOODLAND HILLS 91364,21423 De Cielo Woodland Hills 91364,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"21423 De Cielo, Woodland Hills, CA 91364, USA",21423 De Cielo,Woodland Hills,CA,91364,US,ChIJPS7O7cKewoARLOCDXAEsKoc,34.1544724,-118.5914696,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7366,1,DE LAS ESTRELLAS NORTH HOLLYWOOD 91606,11302 De Las Estrellas North Hollywood 91606,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"11302 De Las Estrellas, North Hollywood, CA 91606, USA",11302 De Las Estrellas,North Hollywood,CA,91606,US,ChIJ0TEA7NOVwoARuX8A5YTvrPM,34.1873985,-118.3900204,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7367,1,DE LAS ESTRELLAS SHERMAN OAKS 91423,14157 De Las Estrellas Sherman Oaks 91423,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"14157 De Las Estrellas, Sherman Oaks, CA 91423, USA",14157 De Las Estrellas,Sherman Oaks,CA,91423,US,ChIJr3uNPtGXwoAR7fnJr8VNl7g,34.1482691,-118.4338345,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7368,1,DE LAS ESTRELLAS WOODLAND HILLS 91364,4329 De Las Estrellas Woodland Hills 91364,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"4329 De Las Estrellas, Woodland Hills, CA 91364, USA",4329 De Las Estrellas,Woodland Hills,CA,91364,US,ChIJPS7O7cKewoARLOCDXAEsKoc,34.1544724,-118.5914696,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7372,1,DE LOS PRADO CIERVOS CALABASAS 91302,4298 De Los Prado Ciervos Calabasas 91302,PREMISE,ROUTE,ROUTE,True,True,True,ACCEPT,,administrative_area_level_1:CA,,,,"4298 De Los Prado Ciervos, Calabasas, CA 91302, USA",4298 De Los Prado Ciervos,Calabasas,CA,91302,US,ChIJnyTp5IIg6IARUZHuWuTCZRQ,34.1312135,-118.6756816,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE,representative_addresses_validation_results_one_per_group__89127rows.csv
7373,1,DE LOS PRADO PAJAROS CALABASAS 91302,4241 De Los Prado Pajaros Calabasas 91302,PREMISE,ROUTE,ROUTE,True,True,True,ACCEPT,,administrative_area_level_1:CA,,,,"4241 De Los Prado Pajaros, Calabasas, CA 91302, USA",4241 De Los Prado Pajaros,Calabasas,CA,91302,US,ChIJnyTp5IIg6IARUZHuWuTCZRQ,34.1312135,-118.6756816,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE,representative_addresses_validation_results_one_per_group__89127rows.csv
7379,1,DEBUTTS TER MALIBU 90265,5511 Debutts Ter Malibu 90265,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"5511 Debutts Ter, Malibu, CA 90265, USA",5511 Debutts Ter,Malibu,CA,90265,US,ChIJzdXBne4i6IARfbXgYnm6e2c,34.0615492,-118.8363756,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7384,1,DEEP CREEK CANYON RD LLANO 93544,28000 Deep Creek Canyon Rd Llano 93544,PREMISE,ROUTE,ROUTE,True,True,True,ACCEPT,,administrative_area_level_1:CA,,,,"28000 Deep Creek Canyon Rd, Llano, CA 93544, USA",28000 Deep Creek Canyon Rd,Llano,CA,93544,US,ChIJNT26aP0Qw4ARoOPsT0HzyeQ,34.4419354,-117.6960802,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE,representative_addresses_validation_results_one_per_group__89127rows.csv
7388,1,DEKALB AVE LOS ANGELES 90058,4800 Dekalb Ave Los Angeles 90058,PREMISE,PREMISE,SUB_PREMISE,True,,True,CONFIRM,True,administrative_area_level_1:CA,locality:Vernon,,,"4800 Dekalb Avenue, Vernon, CA 90058, USA",4800 Dekalb Ave,Vernon,CA,90058,US,ChIJq3JqvinPwoARD3BOMmnObHY,33.9980026,-118.1984845,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7392,1,DEL MAR AVE SAN GABRIEL 91775,2085 Del Mar Ave San Gabriel 91775,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"2085 Del Mar Avenue, San Gabriel, CA 91775, USA",2085 Del Mar Ave,San Gabriel,CA,91775,US,Ei8yMDg1IERlbCBNYXIgQXZlbnVlLCBTYW4gR2FicmllbCwgQ0EgOTE3NzUsIFVTQSIxEi8KFAoSCe0GG2ml2sKAERIZd8ze8C46EKUQKhQKEgnFvNZBCNDCgBGhPEUKITdmxQ,34.0723633,-118.0996202,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7396,1,DEL PUESTA SOL MALIBU 90265,4988 Del Puesta Sol Malibu 90265,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"4988 Del Puesta Sol, Malibu, CA 90265, USA",4988 Del Puesta Sol,Malibu,CA,90265,US,ChIJzdXBne4i6IARfbXgYnm6e2c,34.0615492,-118.8363756,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7398,1,DEL VALLE ST AGOURA HILLS 91301,3810 Del Valle St Agoura Hills 91301,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"3810 Del Valle Street, Agoura Hills, CA 91301, USA",3810 Del Valle St,Agoura Hills,CA,91301,US,EjIzODEwIERlbCBWYWxsZSBTdHJlZXQsIEFnb3VyYSBIaWxscywgQ0EgOTEzMDEsIFVTQSIxEi8KFAoSCWfs4PqPnsKAEQWCg0MLTZz-EOIdKhQKEgmRCTZMjp7CgBGeP6mq8cfwRg,34.1685711,-118.615286,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7399,1,DEL VALLE ST ENCINO 91436,15631 Del Valle St Encino 91436,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"15631 Del Valle Street, Encino, CA 91436, USA",15631 Del Valle St,Encino,CA,91436,US,Ei0xNTYzMSBEZWwgVmFsbGUgU3RyZWV0LCBFbmNpbm8sIENBIDkxNDM2LCBVU0EiMRIvChQKEgnpuwTpj57CgBH1WVlKUV6VIhCPeioUChIJkQk2TI6ewoARnj-pqvHH8EY,34.1676783,-118.6158208,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7400,1,DEL VALLE ST SHERMAN OAKS 91423,5157 Del Valle St Sherman Oaks 91423,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"5157 Del Valle Street, Sherman Oaks, CA 91423, USA",5157 Del Valle St,Sherman Oaks,CA,91423,US,EjI1MTU3IERlbCBWYWxsZSBTdHJlZXQsIFNoZXJtYW4gT2FrcywgQ0EgOTE0MjMsIFVTQSIxEi8KFAoSCWfs4PqPnsKAEQSCg0MLTZz-EKUoKhQKEgmRCTZMjp7CgBGeP6mq8cfwRg,34.1685711,-118.615286,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7401,1,DEL VALLE ST TARZANA 91356,4914 Del Valle St Tarzana 91356,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"4914 Del Valle Street, Tarzana, CA 91356, USA",4914 Del Valle St,Tarzana,CA,91356,US,Ei00OTE0IERlbCBWYWxsZSBTdHJlZXQsIFRhcnphbmEsIENBIDkxMzU2LCBVU0EiMRIvChQKEgln7OD6j57CgBEFgoNDC02c_hCyJioUChIJkQk2TI6ewoARnj-pqvHH8EY,34.1685711,-118.615286,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7402,1,DEL VALLE ST VAN NUYS 91401,13310 Del Valle St Van Nuys 91401,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"13310 Del Valle Street, Van Nuys, CA 91401, USA",13310 Del Valle St,Van Nuys,CA,91401,US,Ei8xMzMxMCBEZWwgVmFsbGUgU3RyZWV0LCBWYW4gTnV5cywgQ0EgOTE0MDEsIFVTQSIxEi8KFAoSCXX6XO-PnsKAEQ3FDiNIJqvYEP5nKhQKEgmRCTZMjp7CgBGeP6mq8cfwRg,34.167911,-118.6155398,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7403,1,DEL VALLE ST VAN NUYS 91405,13636 Del Valle St Van Nuys 91405,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"13636 Del Valle Street, Van Nuys, CA 91405, USA",13636 Del Valle St,Van Nuys,CA,91405,US,Ei8xMzYzNiBEZWwgVmFsbGUgU3RyZWV0LCBWYW4gTnV5cywgQ0EgOTE0MDUsIFVTQSIxEi8KFAoSCXX6XO-PnsKAEQ3FDiNIJqvYEMRqKhQKEgmRCTZMjp7CgBGeP6mq8cfwRg,34.1678872,-118.6155568,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7423,1,DETROIT ST CANOGA PARK 91304,23633 Detroit St Canoga Park 91304,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"23633 Detroit St, Canoga Park, CA 91304, USA",23633 Detroit St,Canoga Park,CA,91304,US,ChIJQ_UeYxScwoARAZGazbRh1_A,34.2083086,-118.5975318,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7424,1,DEVIL'S PUNCHBOWL RD VALYERMO 93563,28590 Devil's Punchbowl Rd Valyermo 93563,PREMISE,PREMISE,PREMISE,True,True,True,FIX,,administrative_area_level_1:CA,,,,"28590 Devil's Punchbowl Rd, Valyermo, CA 93563, USA",28590 Devil's Punchbowl Rd,Valyermo,CA,93563,US,ChIJX65kBN0cw4ARebQ-AoRq0u4,34.4292802,-117.8687133,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7426,1,DEVONSHIRE ST LOS ANGELES 90068,3124 Devonshire St Los Angeles 90068,PREMISE,ROUTE,ROUTE,True,True,True,ACCEPT,,administrative_area_level_1:CA,,,,"3124 Devonshire Street, Los Angeles, CA 90068, USA",3124 Devonshire St,Los Angeles,CA,90068,US,ChIJr8T9XOGawoAR6GIDjA9xjX8,34.2572811,-118.5285271,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE,representative_addresses_validation_results_one_per_group__89127rows.csv
7437,1,DIAMOND RANCH RD DIAMOND BAR 91765,100 Diamond Ranch Rd Diamond Bar 91765,PREMISE,PREMISE,PREMISE,True,,True,CONFIRM,True,administrative_area_level_1:CA|postal_code_suffix:4723,postal_code:91766,,,"100 Diamond Ranch Road, Diamond Bar, CA 91766-4723, USA",100 Diamond Ranch Rd,Diamond Bar,CA,91766-4723,US,ChIJqaat2astw4ARBkWcAKzBq6I,34.0218433,-117.7784708,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7440,1,DISTRICT BLVD LOS ANGELES 90040,5275 District Blvd   Los Angeles 90040,PREMISE,PREMISE,PREMISE,True,,True,CONFIRM,True,administrative_area_level_1:CA|postal_code_suffix:5514,locality:Vernon|postal_code:90058,,,"5275 District Boulevard, Vernon, CA 90058-5514, USA",5275 District Blvd,Vernon,CA,90058-5514,US,ChIJydB4K-bOwoARBCjSdoMr8-0,33.9919758,-118.179432,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7441,1,DOBBS ST CANOGA PARK 91303,21909 Dobbs St Canoga Park 91303,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"21909 Dobbs St, Canoga Park, CA 91303, USA",21909 Dobbs St,Canoga Park,CA,91303,US,ChIJZX9noUGcwoARqwFQiXlS5wk,34.1989453,-118.597305,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7442,1,DOBBS ST ENCINO 91316,5284 Dobbs St Encino 91316,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"5284 Dobbs St, Encino, CA 91316, USA",5284 Dobbs St,Encino,CA,91316,US,ChIJPeD1uUyYwoAR-lBmAKU0Q7s,34.1583323,-118.5155901,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7443,1,DOBBS ST RESEDA 91335,18981 Dobbs St Reseda 91335,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"18981 Dobbs St, Reseda, CA 91335, USA",18981 Dobbs St,Reseda,CA,91335,US,ChIJB1UAYNabwoAR2m8Gk8aMGm0,34.2035088,-118.5389414,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7444,1,DOBBS ST SHERMAN OAKS 91423,4016 Dobbs St Sherman Oaks 91423,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"4016 Dobbs St, Sherman Oaks, CA 91423, USA",4016 Dobbs St,Sherman Oaks,CA,91423,US,ChIJr3uNPtGXwoAR7fnJr8VNl7g,34.1482691,-118.4338345,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7445,1,DOBBS ST TARZANA 91356,5959 Dobbs St Tarzana 91356,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"5959 Dobbs St, Tarzana, CA 91356, USA",5959 Dobbs St,Tarzana,CA,91356,US,ChIJv_GoVB6ZwoARK1tBsMCEoDc,34.1662848,-118.5447787,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7446,1,DODGE AVE STUDIO CITY 91604,3849 Dodge Ave Studio City 91604,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"3849 Dodge Ave, Studio City, CA 91604, USA",3849 Dodge Ave,Studio City,CA,91604,US,ChIJMQpOCuK9woARRCxVHzGBTh0,34.1366259,-118.3987842,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7450,1,DOLORES PLZ PALOS VERDES PENINSULA 90274,1136 Dolores Plz Palos Verdes Peninsula 90274,PREMISE,PREMISE,PREMISE,True,,True,CONFIRM,True,postal_code_suffix:1966,administrative_area_level_1:CA,,,"1136 Dolores Plaza, Palos Verdes, CA 90274-1966, USA",1136 Dolores Plaza,Palos Verdes,CA,90274-1966,US,ChIJzXVDdWJM3YARwXgn3Yv6xgw,33.7805165,-118.4089347,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7461,1,DOROTHY DR CALABASAS 91302,26801 Dorothy Dr Calabasas 91302,PREMISE,PREMISE,PREMISE,True,,True,CONFIRM,True,administrative_area_level_1:CA|postal_code_suffix:1901,postal_code:91302,,,"26801 Dorothy Drive, Calabasas, CA 91302-1901, USA",26801 Dorothy Dr,Calabasas,CA,91302-1901,US,ChIJUSfGtjEg6IARdpABgHwNsU8,34.0847617,-118.7115465,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7462,1,DOROTHY LOS ANGELES 90046,7491 Dorothy Los Angeles 90046,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"7491 Dorothy, Los Angeles, CA 90046, USA",7491 Dorothy,Los Angeles,CA,90046,US,ChIJJSwnRu2-woARvWTh--iVMgs,34.1147313,-118.3637264,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7463,1,DOROTHY NORTH HOLLYWOOD 91602,4110 Dorothy North Hollywood 91602,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"4110 Dorothy, North Hollywood, CA 91602, USA",4110 Dorothy,North Hollywood,CA,91602,US,ChIJJykq0SK-woARimI2wg0G4_k,34.1487141,-118.3608046,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7465,1,DORRINGTON AVE PACOIMA 91331,9295 Dorrington Ave Pacoima 91331,PREMISE,PREMISE,SUB_PREMISE,True,,True,CONFIRM,True,administrative_area_level_1:CA|postal_code_suffix:5919,locality:Arleta,,,"9295 Dorrington Avenue, Arleta, CA 91331-5919, USA",9295 Dorrington Ave,Arleta,CA,91331-5919,US,ChIJA62TUt-QwoARs3NobuUHRKM,34.238719,-118.440328,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7467,1,DORRINGTON PL PACOIMA 91331,9284 Dorrington Pl Pacoima 91331,PREMISE,PREMISE,PREMISE,True,,True,CONFIRM,True,administrative_area_level_1:CA|postal_code_suffix:6007,locality:Arleta,,,"9284 Dorrington Place, Arleta, CA 91331-6007, USA",9284 Dorrington Pl,Arleta,CA,91331-6007,US,ChIJA6IRZyeRwoARicxTWqVgmAY,34.2374941,-118.4391836,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7478,1,DRONFIELD AVE VAN NUYS 91405,13606 Dronfield Ave Van Nuys 91405,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"13606 Dronfield Avenue, Van Nuys, CA 91405, USA",13606 Dronfield Ave,Van Nuys,CA,91405,US,Ei8xMzYwNiBEcm9uZmllbGQgQXZlbnVlLCBWYW4gTnV5cywgQ0EgOTE0MDUsIFVTQSIxEi8KFAoSCbGdtCXGj8KAEYxm4CHkmlD0EKZqKhQKEgnrUwgPxZHCgBH-Y_7YhqNacA,34.3191268,-118.4518058,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7482,1,DRYBANK DR PALOS VERDES PENINSULA 90274,5314 Drybank Dr Palos Verdes Peninsula 90274,PREMISE,PREMISE,PREMISE,True,,True,CONFIRM,True,postal_code_suffix:3610,locality:Rllng Hls Est|administrative_area_level_1:CA,,,"5314 Drybank Drive, Rllng Hls Est, CA 90274-3610, USA",5314 Drybank Dr,Rllng Hls Est,CA,90274-3610,US,ChIJt8y7BZVL3YARqsFDPmz1uxE,33.7714927,-118.3718981,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7483,1,DRYDEN ST PACOIMA 91331,13355 Dryden St Pacoima 91331,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"13355 Dryden St, Pacoima, CA 91331, USA",13355 Dryden St,Pacoima,CA,91331,US,ChIJFTHm2EGRwoARQec3btxYBas,34.2570374,-118.4279933,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7485,1,DUANE ST CANOGA PARK 91304,21124 Duane St Canoga Park 91304,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"21124 Duane St, Canoga Park, CA 91304, USA",21124 Duane St,Canoga Park,CA,91304,US,ChIJQ_UeYxScwoARAZGazbRh1_A,34.2083086,-118.5975318,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7486,1,DUANE ST NORTHRIDGE 91325,8244 Duane St Northridge 91325,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"8244 Duane St, Northridge, CA 91325, USA",8244 Duane St,Northridge,CA,91325,US,ChIJiUtZIleawoARSewqY5Id2pI,34.2400436,-118.5155901,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7487,1,DUANE ST RESEDA 91335,18719 Duane St Reseda 91335,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"18719 Duane St, Reseda, CA 91335, USA",18719 Duane St,Reseda,CA,91335,US,ChIJB1UAYNabwoAR2m8Gk8aMGm0,34.2035088,-118.5389414,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7488,1,DUANE ST VAN NUYS 91406,15748 Duane St Van Nuys 91406,PREMISE,ROUTE,ROUTE,True,True,True,ACCEPT,,administrative_area_level_1:CA,,,,"15748 Duane Street, Van Nuys, CA 91406, USA",15748 Duane St,Van Nuys,CA,91406,US,ChIJSfUSGSHHwoARuBtElhfXhPY,34.0888434,-118.2566365,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE,representative_addresses_validation_results_one_per_group__89127rows.csv
7490,1,DUARTE RD GRANADA HILLS 91344,17822 Duarte Rd Granada Hills 91344,PREMISE,OTHER,OTHER,True,True,True,FIX,,administrative_area_level_1:CA,,,,"17822 Duarte Rd, Granada Hills, CA 91344, USA",17822 Duarte Rd,Granada Hills,CA,91344,US,ChIJNbBfpkuFwoARQob9eo1ZHgM,34.2801972,-118.4980744,200,validationGranularity_not_in_PREMISE_PREMISE_PROXIMITY_SUB_PREMISE; possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7493,1,DUARTE RD SUNLAND 91040,9000 Duarte Rd Sunland 91040,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"9000 Duarte Road, Sunland, CA 91040, USA",9000 Duarte Rd,Sunland,CA,91040,US,Eig5MDAwIER1YXJ0ZSBSb2FkLCBTdW5sYW5kLCBDQSA5MTA0MCwgVVNBIjESLwoUChIJ6xW4IQ_bwoARVm8joh1grWsQqEYqFAoSCfFTQjwR28KAEd4FrjtxdKQ0,34.1230107,-118.0728904,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7494,1,DUARTE RD SYLMAR 91342,12517 Duarte Rd Sylmar 91342,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"12517 Duarte Road, Sylmar, CA 91342, USA",12517 Duarte Rd,Sylmar,CA,91342,US,EigxMjUxNyBEdWFydGUgUm9hZCwgU3lsbWFyLCBDQSA5MTM0MiwgVVNBIjESLwoUChIJmWTDVQjbwoARD1HueDiDWjMQ5WEqFAoSCfFTQjwR28KAEd4FrjtxdKQ0,34.1241056,-118.0681953,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7495,1,DUARTE RD TUJUNGA 91042,10107 Duarte Rd Tujunga 91042,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,FIX,,administrative_area_level_1:CA,,,,"10107 Duarte Road, Tujunga, CA 91042, USA",10107 Duarte Rd,Tujunga,CA,91042,US,EikxMDEwNyBEdWFydGUgUm9hZCwgVHVqdW5nYSwgQ0EgOTEwNDIsIFVTQSIxEi8KFAoSCZlkw1UI28KAEQ9R7ng4g1ozEPtOKhQKEgnxU0I8EdvCgBHeBa47cXSkNA,34.1241056,-118.0681953,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7510,1,E 105TH ST LOS ANGELES 90059,2054 E 105th St Los Angeles 90059,PREMISE,PREMISE,SUB_PREMISE,True,,True,CONFIRM,True,administrative_area_level_1:CA|postal_code_suffix:3715,postal_code:90002,,,"2054 East 105th Street, Los Angeles, CA 90002-3715, USA",2054 E 105th St,Los Angeles,CA,90002-3715,US,ChIJJ1s3jdvLwoARYmmE44w09Ro,33.9404537,-118.2357396,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
7524,1,E 111TH ST LOS ANGELES 90047,2059 E 111th St Los Angeles 90047,PREMISE,PREMISE_PROXIMITY,PREMISE_PROXIMITY,True,True,True,CONFIRM,True,administrative_area_level_1:CA,postal_code:90059,,,"2059 East 111th Street, Los Angeles, CA 90059, USA",2059 E 111th St,Los Angeles,CA,90059,US,EjIyMDU5IEVhc3QgMTExdGggU3RyZWV0LCBMb3MgQW5nZWxlcywgQ0EgOTAwNTksIFVTQSIxEi8KFAoSCZXcfX_Dy8KAEW0zCa_sXIwlEIsQKhQKEgm7KVYYxcvCgBGlUEaonfQ6Sg,33.9345211,-118.2347699,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
