OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,geometry_wkt,_has_u_pattern
,,,14123.0,U,,,,,Marquesas,Way,,,,,,,,,,,,,90292,,Unincorporated,Marina Del Rey,,,,,LACO DPW Add,{7CCDDDB7-573F-4A17-9012-939A9C5D8A2A},0.0,,7CCDDDB7-573F-4A17-9012-939A9C5D8A2A,Utility,,,,,Wy,Marquesas Wy,2024-07-17 18:16:05+00:00,14123 U Marquesas Wy Marina Del Rey 90292,7CCDDDB7-573F-4A17-9012-939A9C5D8A2A_14123_U_Marquesas_Wy_Marina_Del_Rey_90292,Marquesas,14123 U Marquesas Way Wy Marina Del Rey 90292,,,POINT (6422525.427467 1814272.160446),True
,,,13590.0,U,,,,,Davenport,Road,,,,,,,,,,,,,91390,,Unincorporated,Santa Clarita,Agua Dulce,,,,LACO DPW Add,{BF57FD10-FA61-4CB8-A848-D5FC71DA5FB1},0.0,,BF57FD10-FA61-4CB8-A848-D5FC71DA5FB1,Unknown,,,,,Rd,Davenport Rd,2024-07-17 18:16:05+00:00,13590 U Davenport Rd Santa Clarita 91390,BF57FD10-FA61-4CB8-A848-D5FC71DA5FB1_13590_U_Davenport_Rd_Santa_Clarita_91390,Davenport,13590 U Davenport Road Rd Santa Clarita 91390,,,POINT (6449208.763864 1998254.318072),True
,,,3306.0,U,,,,,Folsom,Street,,,,,,,,,,,,,90063,,Unincorporated,Los Angeles,,,,,Office of Assessor,{F785384D-449A-4A71-80F7-8CA1D22FE63D},0.0,,F785384D-449A-4A71-80F7-8CA1D22FE63D,Utility,,,,,St,Folsom St,2024-07-17 18:16:05+00:00,3306 U Folsom St Los Angeles 90063,F785384D-449A-4A71-80F7-8CA1D22FE63D_3306_U_Folsom_St_Los_Angeles_90063,Folsom,3306 U Folsom Street St Los Angeles 90063,,,POINT (6503366.130614 1838176.943017),True
,,,6353.0,U,,,,,Parmelee,Avenue,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{763425C1-DBCB-46F8-BFF7-529638864E32},0.0,,763425C1-DBCB-46F8-BFF7-529638864E32,Utility,,,,,Ave,Parmelee Ave,2024-07-17 18:16:05+00:00,6353 U Parmelee Ave Los Angeles 90001,763425C1-DBCB-46F8-BFF7-529638864E32_6353_U_Parmelee_Ave_Los_Angeles_90001,Parmelee,6353 U Parmelee Avenue Ave Los Angeles 90001,,,POINT (6485882.116042 1815907.962293),True
,,,8590.0,U,,,,,Duarte,Road,,,,,,,,,,,,,91775,,Unincorporated,San Gabriel,,,,,LACO DPW Add,{44EAA5C2-FDBA-41EF-873D-EFED93E73078},0.0,,44EAA5C2-FDBA-41EF-873D-EFED93E73078,Utility,,,,,Rd,Duarte Rd,2024-07-17 18:16:05+00:00,8590 U Duarte Rd San Gabriel 91775,44EAA5C2-FDBA-41EF-873D-EFED93E73078_8590_U_Duarte_Rd_San_Gabriel_91775,Duarte,8590 U Duarte Road Rd San Gabriel 91775,,,POINT (6536833.647997 1866377.022444),True
,,,1500.0,U,,South,,,Jellick,Avenue,,,,,,,,,,,,,91748,,Unincorporated,Rowland Heights,Industry,,,,LACO DPW Add,{CC48B014-6585-4F13-A0C8-B8AD35C9E981},0.0,,CC48B014-6585-4F13-A0C8-B8AD35C9E981,Unknown,,S,,,Ave,S Jellick Ave,2024-07-17 18:16:05+00:00,1500 U S Jellick Ave Rowland Heights 91748,CC48B014-6585-4F13-A0C8-B8AD35C9E981_1500_U_S_Jellick_Ave_Rowland_Heights_91748,Jellick,1500 U S Jellick Avenue Ave Rowland Heights 91748,,,POINT (6591715.086134 1818968.011947),True
,,,7322.0,U,,,,,Seville,Avenue,,,,,,,,,,,,,90255,,Unincorporated,Huntington Park,Walnut Park,,,,LACO DPW Add,{99D0E2FF-5071-4147-A811-4BDDEB0018EE},0.0,,99D0E2FF-5071-4147-A811-4BDDEB0018EE,Utility,,,,,Ave,Seville Ave,2024-07-17 18:16:05+00:00,7322 U Seville Ave Huntington Park 90255,99D0E2FF-5071-4147-A811-4BDDEB0018EE_7322_U_Seville_Ave_Huntington_Park_90255,Seville,7322 U Seville Avenue Ave Huntington Park 90255,,,POINT (6494251.482833 1812409.877425),True
,,,8520.0,U,,,,,Lou Dillon,Avenue,,,,,,,,,,,,,90002,,Unincorporated,Los Angeles,,,,,CAMS,{D9036101-610D-4E06-947E-70D9D173C7C1},0.0,,D9036101-610D-4E06-947E-70D9D173C7C1,Utility,,,,,Ave,Lou Dillon Ave,2024-07-17 18:16:05+00:00,8520 U Lou Dillon Ave Los Angeles 90002,D9036101-610D-4E06-947E-70D9D173C7C1_8520_U_Lou_Dillon_Ave_Los_Angeles_90002,Lou Dillon,8520 U Lou Dillon Avenue Ave Los Angeles 90002,,,POINT (6490524.557216 1808096.111775),True
,,,9035.0,U,,,,,Duarte,Road,,,,,,,,,,,,,91775,,Unincorporated,San Gabriel,,,,,LACO DPW Add,{C356ED38-604D-44D9-836F-1519AAA272B9},0.0,,C356ED38-604D-44D9-836F-1519AAA272B9,Utility,,,,,Rd,Duarte Rd,2024-07-17 18:16:05+00:00,9035 U Duarte Rd San Gabriel 91775,C356ED38-604D-44D9-836F-1519AAA272B9_9035_U_Duarte_Rd_San_Gabriel_91775,Duarte,9035 U Duarte Road Rd San Gabriel 91775,,,POINT (6539921.570627 1867284.273582),True
,,,1411.0,U,,,,,Fontenoy,Avenue,,,,,,,,,,,,,90601,,Unincorporated,Whittier,City of Industry,,,,LACO DPW Add,{4D749C15-C593-41ED-9B00-4BF126982E41},0.0,,4D749C15-C593-41ED-9B00-4BF126982E41,Unknown,,,,,Ave,Fontenoy Ave,2024-07-17 18:16:05+00:00,1411 U Fontenoy Ave Whittier 90601,4D749C15-C593-41ED-9B00-4BF126982E41_1411_U_Fontenoy_Ave_Whittier_90601,Fontenoy,1411 U Fontenoy Avenue Ave Whittier 90601,,,POINT (6558692.477967 1834705.849238),True
,,,7106.0,U,,,,,Holmes,Avenue,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{12D55FE8-8D19-49A7-AB8B-6275EA160814},0.0,,12D55FE8-8D19-49A7-AB8B-6275EA160814,Unknown,,,,,Ave,Holmes Ave,2024-07-17 18:16:05+00:00,7106 U Holmes Ave Los Angeles 90001,12D55FE8-8D19-49A7-AB8B-6275EA160814_7106_U_Holmes_Ave_Los_Angeles_90001,Holmes,7106 U Holmes Avenue Ave Los Angeles 90001,,,POINT (6488587.358991 1813495.978272),True
,,,3870.0,U,,,,,Marine,Avenue,,,,,,,,,,,,,90260,,Unincorporated,Lawndale,,,,,CAMS,{4A4E5DC2-64E4-439D-B768-8EB7182CD607},0.0,,4A4E5DC2-64E4-439D-B768-8EB7182CD607,Unknown,,,,,Ave,Marine Ave,2024-07-17 18:16:05+00:00,3870 U Marine Ave Lawndale 90260,4A4E5DC2-64E4-439D-B768-8EB7182CD607_3870_U_Marine_Ave_Lawndale_90260,Marine,3870 U Marine Avenue Ave Lawndale 90260,,,POINT (6457982.282078 1784144.582578),True
,,,27453.0,U,,,,,Spineflower,Road,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{C872263B-7AAF-43DC-B83E-6E93EFC4DC67},0.0,,C872263B-7AAF-43DC-B83E-6E93EFC4DC67,Utility,,,,,Rd,Spineflower Rd,2024-07-17 18:16:05+00:00,27453 U Spineflower Rd Stevenson Ranch 91381,C872263B-7AAF-43DC-B83E-6E93EFC4DC67_27453_U_Spineflower_Rd_Stevenson_Ranch_91381,Spineflower,27453 U Spineflower Road Rd Stevenson Ranch 91381,,,POINT (6379868.47013 1975235.137076),True
,,,5541.0,U,,South,,,Barranca,Avenue,,,,,,,,,,,,,91722,,Unincorporated,Covina,,,,,CAMS,{73913680-4A81-4022-88F9-B65FB1274E4B},0.0,,73913680-4A81-4022-88F9-B65FB1274E4B,Utility,,S,,,Ave,S Barranca Ave,2024-07-17 18:16:05+00:00,5541 U S Barranca Ave Covina 91722,73913680-4A81-4022-88F9-B65FB1274E4B_5541_U_S_Barranca_Ave_Covina_91722,Barranca,5541 U S Barranca Avenue Ave Covina 91722,,,POINT (6597508.171661 1863755.814103),True
,,,2189.0,U,,,,,Stunt,Road,,,,,,,,,,,,,91302,,Unincorporated,Calabasas,Hidden Hills,,,,LACO DPW Add,{BBFFA6C6-B2F9-4083-9B13-6E30C660DDB1},0.0,,BBFFA6C6-B2F9-4083-9B13-6E30C660DDB1,Utility,,,,,Rd,Stunt Rd,2024-07-17 18:16:05+00:00,2189 U Stunt Rd Calabasas 91302,BBFFA6C6-B2F9-4083-9B13-6E30C660DDB1_2189_U_Stunt_Rd_Calabasas_91302,Stunt,2189 U Stunt Road Rd Calabasas 91302,,,POINT (6362363.263342 1859890.777542),True
,,,25430.0,U,,,,,Oak,Street,,,,,,,,,,,,,90717,,Lomita,Lomita,,,,,CAMS,{3FAC93D2-9E62-4132-8471-E7488CAF46CD},0.0,,3FAC93D2-9E62-4132-8471-E7488CAF46CD,Unknown,,,,,St,Oak St,2024-07-17 18:16:05+00:00,25430 U Oak St Lomita 90717,3FAC93D2-9E62-4132-8471-E7488CAF46CD_25430_U_Oak_St_Lomita_90717,Oak,25430 U Oak Street St Lomita 90717,,,POINT (6465288.981703 1747095.361729),True
,,,25313.0,U,,,,,Eshelman,Avenue,,,,,,,,,,,,,90717,,Lomita,Lomita,,,,,CAMS,{2A906B56-6626-4324-B37E-676C80BA0E4C},0.0,,2A906B56-6626-4324-B37E-676C80BA0E4C,Utility,,,,,Ave,Eshelman Ave,2024-07-17 18:16:05+00:00,25313 U Eshelman Ave Lomita 90717,2A906B56-6626-4324-B37E-676C80BA0E4C_25313_U_Eshelman_Ave_Lomita_90717,Eshelman,25313 U Eshelman Avenue Ave Lomita 90717,,,POINT (6466063.014604 1747707.238786),True
,,,27613.0,U,,,,,Henry Mayo,Drive,,,,,,,,,,,,,91355,,Unincorporated,Valencia,Santa Clarita,,,,LACO DPW Add,{9FA45762-960B-43B2-8DB8-596803BDEC65},0.0,,9FA45762-960B-43B2-8DB8-596803BDEC65,Utility,,,,,Dr,Henry Mayo Dr,2024-07-17 18:16:05+00:00,27613 U Henry Mayo Dr Valencia 91355,9FA45762-960B-43B2-8DB8-596803BDEC65_27613_U_Henry_Mayo_Dr_Valencia_91355,Henry Mayo,27613 U Henry Mayo Drive Dr Valencia 91355,,,POINT (6375437.640081 1980897.443337),True
,,,832.0,U,,South,,,Rowan,Avenue,,,,,,,,,,,,,90023,,Unincorporated,Los Angeles,Commerce,,,,CAMS,{44C7B22F-D35A-45D5-A58B-6B2B5FCCDA72},0.0,,44C7B22F-D35A-45D5-A58B-6B2B5FCCDA72,Utility,,S,,,Ave,S Rowan Ave,2024-07-17 18:16:05+00:00,832 U S Rowan Ave Los Angeles 90023,44C7B22F-D35A-45D5-A58B-6B2B5FCCDA72_832_U_S_Rowan_Ave_Los_Angeles_90023,Rowan,832 U S Rowan Avenue Ave Los Angeles 90023,,,POINT (6504899.193821 1831228.103896),True
,,,1001.0,U,,West,,,Carson,Street,,,,,,,,,,,,,90502,,Unincorporated,Torrance,,,,,LACO DPW Add,{059783D0-787E-4E92-94C8-C58D6F5D13B2},0.0,,059783D0-787E-4E92-94C8-C58D6F5D13B2,Utility,,W,,,St,W Carson St,2024-07-17 18:16:05+00:00,1001 U W Carson St Torrance 90502,059783D0-787E-4E92-94C8-C58D6F5D13B2_1001_U_W_Carson_St_Torrance_90502,Carson,1001 U W Carson Street St Torrance 90502,,,POINT (6472823.10279 1761265.003665),True
,,,4705.0,1/2U,,,,,Marine,Avenue,,,,,,,,,,,,,90260,,Lawndale,Lawndale,,,,,LACO DPW Add,{B1ADA8D2-C8D1-43FC-8CDA-4040BEA75704},0.0,,B1ADA8D2-C8D1-43FC-8CDA-4040BEA75704,Utility,,,,,Ave,Marine Ave,2024-08-21 22:55:10+00:00,4705 1/2U Marine Ave Lawndale 90260,B1ADA8D2-C8D1-43FC-8CDA-4040BEA75704_4705_1/2U_Marine_Ave_Lawndale_90260,Marine,4705 1/2U Marine Avenue Ave Lawndale 90260,,,POINT (6452513.999051 1784269.437643),True
,,,24480.0,U,,,,,Normandie,Avenue,,,,,,,,,,,,,90710,,Unincorporated,Harbor City,,,,,CAMS,{EA7816D0-A722-4172-83FB-59604FE24136},0.0,,EA7816D0-A722-4172-83FB-59604FE24136,Utility,,,,,Ave,Normandie Ave,2024-07-17 18:16:05+00:00,24480 U Normandie Ave Harbor City 90710,EA7816D0-A722-4172-83FB-59604FE24136_24480_U_Normandie_Ave_Harbor_City_90710,Normandie,24480 U Normandie Avenue Ave Harbor City 90710,,,POINT (6470942.460882 1750733.445988),True
,,,11970.0,U,,,,,Isis,Avenue,,,,,,,,,,,,,90304,,Unincorporated,Inglewood,Lennox,,,,LACO DPW Add,{20748CCB-0011-4448-AD69-814BF86EEE8F},0.0,,20748CCB-0011-4448-AD69-814BF86EEE8F,Utility,,,,,Ave,Isis Ave,2024-07-17 18:16:05+00:00,11970 U Isis Ave Inglewood 90304,20748CCB-0011-4448-AD69-814BF86EEE8F_11970_U_Isis_Ave_Inglewood_90304,Isis,11970 U Isis Avenue Ave Inglewood 90304,,,POINT (6448113.346435 1794987.787598),True
,,,27541.0,U,,,,,Spineflower,Road,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{C8CAC857-14DC-4D76-A2C2-B5A74A53D923},0.0,,C8CAC857-14DC-4D76-A2C2-B5A74A53D923,Utility,,,,,Rd,Spineflower Rd,2024-07-17 18:16:05+00:00,27541 U Spineflower Rd Stevenson Ranch 91381,C8CAC857-14DC-4D76-A2C2-B5A74A53D923_27541_U_Spineflower_Rd_Stevenson_Ranch_91381,Spineflower,27541 U Spineflower Road Rd Stevenson Ranch 91381,,,POINT (6379358.393722 1975823.856371),True
,,,7910.0,U,,,,,Lou Dillon,Avenue,,,,,,,,,,,,,90001,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{D42B5B55-E2C3-4A66-87BA-89DEDF2AB1CA},0.0,,D42B5B55-E2C3-4A66-87BA-89DEDF2AB1CA,Utility,,,,,Ave,Lou Dillon Ave,2024-07-17 18:16:05+00:00,7910 U Lou Dillon Ave Los Angeles 90001,D42B5B55-E2C3-4A66-87BA-89DEDF2AB1CA_7910_U_Lou_Dillon_Ave_Los_Angeles_90001,Lou Dillon,7910 U Lou Dillon Avenue Ave Los Angeles 90001,,,POINT (6490485.13866 1810545.970392),True
,,,4077.0,U,,,,,Canyon Dell,Drive,,,,,,,,,,,,,91001,,Unincorporated,Altadena,,,,,LACO DPW Add,{DAA76D85-7ACE-41FD-A07B-3E8313261FCE},0.0,,DAA76D85-7ACE-41FD-A07B-3E8313261FCE,Utility,,,,,Dr,Canyon Dell Dr,2024-07-17 18:16:05+00:00,4077 U Canyon Dell Dr Altadena 91001,DAA76D85-7ACE-41FD-A07B-3E8313261FCE_4077_U_Canyon_Dell_Dr_Altadena_91001,Canyon Dell,4077 U Canyon Dell Drive Dr Altadena 91001,,,POINT (6511958.330621 1898117.913358),True
,,,11602.0,U,,,,,Mines,Boulevard,,,,,,,,,,,,,90606,,Unincorporated,Whittier,,,,,LACO DPW Add,{D119B4DB-78B5-45FD-A4E9-D28247E8F127},0.0,,D119B4DB-78B5-45FD-A4E9-D28247E8F127,Utility,,,,,Blvd,Mines Blvd,2024-07-17 18:16:05+00:00,11602 U Mines Blvd Whittier 90606,D119B4DB-78B5-45FD-A4E9-D28247E8F127_11602_U_Mines_Blvd_Whittier_90606,Mines,11602 U Mines Boulevard Blvd Whittier 90606,,,POINT (6543219.858978 1813171.056349),True
,,,1854.0,U,,East,,,118th,Street,,,,,,,,,,,,,90059,,Unincorporated,Los Angeles,,,,,CAMS,{3D805B42-F51D-4757-BA16-84BF9D6A6ECE},0.0,,3D805B42-F51D-4757-BA16-84BF9D6A6ECE,Utility,,E,,,St,E 118th St,2024-07-17 18:16:05+00:00,1854 U E 118th St Los Angeles 90059,3D805B42-F51D-4757-BA16-84BF9D6A6ECE_1854_U_E_118th_St_Los_Angeles_90059,118th,1854 U E 118th Street St Los Angeles 90059,,,POINT (6488926.440334 1795504.162221),True
,,,2222.0,U,,East,,,Florence,Avenue,,,,,,,,,,,,,90255,,Unincorporated,Huntington Park,Walnut Park,,,,LACO DPW Add,{AC935F7D-AE7E-41D9-9A90-6D1AD6D4C6CF},0.0,,AC935F7D-AE7E-41D9-9A90-6D1AD6D4C6CF,Utility,,E,,,Ave,E Florence Ave,2024-07-17 18:16:05+00:00,2222 U E Florence Ave Huntington Park 90255,AC935F7D-AE7E-41D9-9A90-6D1AD6D4C6CF_2222_U_E_Florence_Ave_Huntington_Park_90255,Florence,2222 U E Florence Avenue Ave Huntington Park 90255,,,POINT (6491332.212425 1813222.356115),True
,,,5130.0,U,,,,,Briggs,Avenue,,,,,,,,,,,,,91214,,Unincorporated,La Crescenta,,,,,LACO DPW Add,{1E2E3346-FB99-43B0-A339-63AC159CD11A},0.0,,1E2E3346-FB99-43B0-A339-63AC159CD11A,Utility,,,,,Ave,Briggs Ave,2024-07-17 18:16:05+00:00,5130 U Briggs Ave La Crescenta 91214,1E2E3346-FB99-43B0-A339-63AC159CD11A_5130_U_Briggs_Ave_La_Crescenta_91214,Briggs,5130 U Briggs Avenue Ave La Crescenta 91214,,,POINT (6491965.186553 1906674.096377),True
,,,26845.0,U,,,,,Sage,Street,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{BDF7643F-8F70-4235-AB46-66C778A939AA},0.0,,BDF7643F-8F70-4235-AB46-66C778A939AA,Utility,,,,,St,Sage St,2024-07-17 18:16:05+00:00,26845 U Sage St Stevenson Ranch 91381,BDF7643F-8F70-4235-AB46-66C778A939AA_26845_U_Sage_St_Stevenson_Ranch_91381,Sage,26845 U Sage Street St Stevenson Ranch 91381,,,POINT (6379387.509478 1975053.496691),True
,,,25279.0,U,,,,,Huston,Street,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{202A0A3D-04AD-49BA-923E-C9E93F090086},0.0,,202A0A3D-04AD-49BA-923E-C9E93F090086,Utility,,,,,St,Huston St,2024-07-17 18:16:05+00:00,25279 U Huston St Stevenson Ranch 91381,202A0A3D-04AD-49BA-923E-C9E93F090086_25279_U_Huston_St_Stevenson_Ranch_91381,Huston,25279 U Huston Street St Stevenson Ranch 91381,,,POINT (6387213.568629 1963111.71152),True
,,,1207.0,U,,West,,,109th,Place,,,,,,,,,,,,,90044,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{E0BA5408-592A-4AD6-A7A6-03144CA9D7B2},0.0,,E0BA5408-592A-4AD6-A7A6-03144CA9D7B2,Utility,,W,,,Pl,W 109th Pl,2024-07-17 18:16:05+00:00,1207 U W 109th Pl Los Angeles 90044,E0BA5408-592A-4AD6-A7A6-03144CA9D7B2_1207_U_W_109th_Pl_Los_Angeles_90044,109th,1207 U W 109th Place Pl Los Angeles 90044,,,POINT (6471709.227721 1799719.463174),True
,,,13031.0,U,,,,,Stanford,Avenue,,,,,,,,,,,,,90059,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{2AD97033-6AA6-4745-9C25-C231DFF8FDE2},0.0,,2AD97033-6AA6-4745-9C25-C231DFF8FDE2,Utility,,,,,Ave,Stanford Ave,2024-07-17 18:16:05+00:00,13031 U Stanford Ave Los Angeles 90059,2AD97033-6AA6-4745-9C25-C231DFF8FDE2_13031_U_Stanford_Ave_Los_Angeles_90059,Stanford,13031 U Stanford Avenue Ave Los Angeles 90059,,,POINT (6481984.373509 1791000.111518),True
,,,12003.0,U,,,,,Valley View,Avenue,,,,,,,,,,,,,90604,,Unincorporated,Whittier,,,,,LACO DPW Add,{B0AB636C-2FA0-4FD0-9410-F0DFEFFF51F9},0.0,,B0AB636C-2FA0-4FD0-9410-F0DFEFFF51F9,Utility,,,,,Ave,Valley View Ave,2024-07-17 18:16:05+00:00,12003 U Valley View Ave Whittier 90604,B0AB636C-2FA0-4FD0-9410-F0DFEFFF51F9_12003_U_Valley_View_Ave_Whittier_90604,Valley View,12003 U Valley View Avenue Ave Whittier 90604,,,POINT (6552764.096779 1793613.182735),True
,,,1005.0,U,,West,,,119th,Street,,,,,,,,,,,,,90044,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{02199168-5E26-4216-8B6B-5A27BD49D47A},0.0,,02199168-5E26-4216-8B6B-5A27BD49D47A,Utility,,W,,,St,W 119th St,2024-07-17 18:16:05+00:00,1005 U W 119th St Los Angeles 90044,02199168-5E26-4216-8B6B-5A27BD49D47A_1005_U_W_119th_St_Los_Angeles_90044,119th,1005 U W 119th Street St Los Angeles 90044,,,POINT (6472978.770785 1795257.248017),True
,,,17828.0,U,,South,,,Susana,Road,,,,,,,,,,,,,90221,,Unincorporated,Compton,East Rancho Dominguez,,,,CAMS,{0A6CD707-4B5D-40D4-9F84-4EF165910E6D},0.0,,0A6CD707-4B5D-40D4-9F84-4EF165910E6D,Utility,,S,,,Rd,S Susana Rd,2024-07-17 18:16:05+00:00,17828 U S Susana Rd Compton 90221,0A6CD707-4B5D-40D4-9F84-4EF165910E6D_17828_U_S_Susana_Rd_Compton_90221,Susana,17828 U S Susana Road Rd Compton 90221,,,POINT (6499126.709959 1775069.988195),True
,,,1155.0,U,,South,,,7th,Avenue,,,,,,,,,,,,,91745,,Unincorporated,Hacienda Heights,Industry,,,,CAMS,{B3654141-86A8-4438-A745-29A11D8BD9A2},0.0,,B3654141-86A8-4438-A745-29A11D8BD9A2,Utility,,S,,,Ave,S 7th Ave,2024-07-17 18:16:05+00:00,1155 U S 7th Ave Hacienda Heights 91745,B3654141-86A8-4438-A745-29A11D8BD9A2_1155_U_S_7th_Ave_Hacienda_Heights_91745,7th,1155 U S 7th Avenue Ave Hacienda Heights 91745,,,POINT (6565025.316351 1829075.720078),True
,,,26992.0,U,,,,,Pebble Ridge,Place,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{6C2F2619-70DC-47FF-B423-C200CBB35F12},0.0,,6C2F2619-70DC-47FF-B423-C200CBB35F12,Utility,,,,,Pl,Pebble Ridge Pl,2024-07-17 18:16:05+00:00,26992 U Pebble Ridge Pl Stevenson Ranch 91381,6C2F2619-70DC-47FF-B423-C200CBB35F12_26992_U_Pebble_Ridge_Pl_Stevenson_Ranch_91381,Pebble Ridge,26992 U Pebble Ridge Place Pl Stevenson Ranch 91381,,,POINT (6383581.092954 1972453.593427),True
,,,27711.0,U,,,,,Riparian,Avenue,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{E88BD411-03FB-46F0-BB67-2DAA78A1FDDC},0.0,,E88BD411-03FB-46F0-BB67-2DAA78A1FDDC,Utility,,,,,Ave,Riparian Ave,2024-07-17 18:16:05+00:00,27711 U Riparian Ave Stevenson Ranch 91381,E88BD411-03FB-46F0-BB67-2DAA78A1FDDC_27711_U_Riparian_Ave_Stevenson_Ranch_91381,Riparian,27711 U Riparian Avenue Ave Stevenson Ranch 91381,,,POINT (6377692.335703 1977312.901949),True
,,,12312.0,U,,South,,,Normandie,Avenue,,,,,,,,,,,,,90044,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{862C5E92-F007-4D02-B5AA-37DD611EE895},0.0,,862C5E92-F007-4D02-B5AA-37DD611EE895,Utility,,S,,,Ave,S Normandie Ave,2024-07-17 18:16:05+00:00,12312 U S Normandie Ave Los Angeles 90044,862C5E92-F007-4D02-B5AA-37DD611EE895_12312_U_S_Normandie_Ave_Los_Angeles_90044,Normandie,12312 U S Normandie Avenue Ave Los Angeles 90044,,,POINT (6470568.29562 1793687.710145),True
,,,14112.0,U,,,,,Leffingwell,Road,,,,,,,,,,,,,90604,,Unincorporated,Whittier,,,,,LACO DPW Add,{ADFFA8D8-9992-4B06-A31C-AA86D9B4107B},0.0,,ADFFA8D8-9992-4B06-A31C-AA86D9B4107B,Utility,,,,,Rd,Leffingwell Rd,2024-07-17 18:16:05+00:00,14112 U Leffingwell Rd Whittier 90604,ADFFA8D8-9992-4B06-A31C-AA86D9B4107B_14112_U_Leffingwell_Rd_Whittier_90604,Leffingwell,14112 U Leffingwell Road Rd Whittier 90604,,,POINT (6552139.487792 1794060.075214),True
,,,2362.0,U,,,,,Montrose,Avenue,,,,,,,,,,,,,91020,,Unincorporated,Montrose,,,,,LACO DPW Add,{B7AFE1E9-A3CE-4CE3-9801-6EFF63FBB9F5},0.0,,B7AFE1E9-A3CE-4CE3-9801-6EFF63FBB9F5,Utility,,,,,Ave,Montrose Ave,2024-07-17 18:16:05+00:00,2362 U Montrose Ave Montrose 91020,B7AFE1E9-A3CE-4CE3-9801-6EFF63FBB9F5_2362_U_Montrose_Ave_Montrose_91020,Montrose,2362 U Montrose Avenue Ave Montrose 91020,,,POINT (6491992.929279 1898940.506857),True
,,,4553.0,U,,,,,Whittier,Boulevard,,,,,,,,,,,,,90022,,Unincorporated,Los Angeles,East Los Angeles,,,,CAMS,{B183242C-3090-46EC-BD37-9271D62F309E},0.0,,B183242C-3090-46EC-BD37-9271D62F309E,Utility,,,,,Blvd,Whittier Blvd,2024-07-17 18:16:05+00:00,4553 U Whittier Blvd Los Angeles 90022,B183242C-3090-46EC-BD37-9271D62F309E_4553_U_Whittier_Blvd_Los_Angeles_90022,Whittier,4553 U Whittier Boulevard Blvd Los Angeles 90022,,,POINT (6510422.854362 1830793.732062),True
,,,3916.0,U,,,,,Stocker,Street,,,,,,,,,,,,,90008,,Unincorporated,Los Angeles,View Park,,,,LACO DPW Add,{2423FCB9-35AD-40E8-90A7-6E9F53CE81F9},0.0,,2423FCB9-35AD-40E8-90A7-6E9F53CE81F9,Utility,,,,,St,Stocker St,2024-07-17 18:16:05+00:00,3916 U Stocker St Los Angeles 90008,2423FCB9-35AD-40E8-90A7-6E9F53CE81F9_3916_U_Stocker_St_Los_Angeles_90008,Stocker,3916 U Stocker Street St Los Angeles 90008,,,POINT (6458076.688057 1824204.682576),True
,,,25762.0,U,,,,,Magic Mountain,Parkway,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{36C459E2-6C49-4232-962A-F61636138096},0.0,,36C459E2-6C49-4232-962A-F61636138096,Utility,,,,,Pkwy,Magic Mountain Pkwy,2024-07-17 18:16:05+00:00,25762 U Magic Mountain Pkwy Stevenson Ranch 91381,36C459E2-6C49-4232-962A-F61636138096_25762_U_Magic_Mountain_Pkwy_Stevenson_Ranch_91381,Magic Mountain,25762 U Magic Mountain Parkway Pkwy Stevenson Ranch 91381,,,POINT (6384953.614487 1976069.554042),True
